ensembl_gene_id	external_gene_name	ensembl_transcript_id	description	chromosome_name	start_position	end_position	strand
172	WBGene00000094	agt-2	F09E5.13.1	AlkylGuanine DNA alkylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q19263]	II	5371980	5373433	-1
173	WBGene00000095	aha-1	C25A1.11a.1	Aryl hydrocarbon receptor nuclear translocator homolog  [Source:UniProtKB/Swiss-Prot;Acc:O02219]	I	10193925	10197000	-1
174	WBGene00000095	aha-1	C25A1.11b.1	Aryl hydrocarbon receptor nuclear translocator homolog  [Source:UniProtKB/Swiss-Prot;Acc:O02219]	I	10193925	10197000	-1
175	WBGene00000096	ahr-1	C41G7.5a.1	Aryl hydrocarbon receptor protein 1  [Source:UniProtKB/Swiss-Prot;Acc:O44712]	I	9522578	9531130	1
176	WBGene00000096	ahr-1	C41G7.5b.1	Aryl hydrocarbon receptor protein 1  [Source:UniProtKB/Swiss-Prot;Acc:O44712]	I	9522578	9531130	1
177	WBGene00000097	aip-1	F58E10.4.1	Arsenite Inducible Protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUW8]	V	14012333	14013644	1
178	WBGene00000098	air-1	K07C11.2.1	Aurora/Ipl1 Related kinase; Aurora/Ipl1-related protein kinase 1  [Source:UniProtKB/TrEMBL;Acc:G5EDL3]	V	8221410	8223587	1
179	WBGene00000098	air-1	K07C11.2.2	Aurora/Ipl1 Related kinase; Aurora/Ipl1-related protein kinase 1  [Source:UniProtKB/TrEMBL;Acc:G5EDL3]	V	8221410	8223587	1
180	WBGene00000099	air-2	B0207.4.1	Aurora/IPL1-related protein kinase 2  [Source:UniProtKB/Swiss-Prot;Acc:O01427]	I	5937477	5938885	1
181	WBGene00000100	ajm-1	C25A11.4a.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
182	WBGene00000100	ajm-1	C25A11.4b.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
183	WBGene00000100	ajm-1	C25A11.4c.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
184	WBGene00000100	ajm-1	C25A11.4c.2	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
185	WBGene00000100	ajm-1	C25A11.4d.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
186	WBGene00000100	ajm-1	C25A11.4e.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
187	WBGene00000100	ajm-1	C25A11.4f.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
188	WBGene00000100	ajm-1	C25A11.4f.2	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
189	WBGene00000100	ajm-1	C25A11.4g.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
190	WBGene00000100	ajm-1	C25A11.4h.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
191	WBGene00000100	ajm-1	C25A11.4i.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
192	WBGene00000100	ajm-1	C25A11.4j.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
193	WBGene00000100	ajm-1	C25A11.4k.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
194	WBGene00000100	ajm-1	C25A11.4l.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
195	WBGene00000100	ajm-1	C25A11.4m.1	Apical junction molecule  [Source:UniProtKB/Swiss-Prot;Acc:A0A1C3NSL9]	X	9078945	9113613	1
196	WBGene00000101	aka-1	D1022.7a.1	A Kinase Anchor protein  [Source:UniProtKB/TrEMBL;Acc:H2KZI9]	II	7472729	7478959	-1
197	WBGene00000101	aka-1	D1022.7a.2	A Kinase Anchor protein  [Source:UniProtKB/TrEMBL;Acc:H2KZI9]	II	7472729	7478959	-1
198	WBGene00000101	aka-1	D1022.7b.1	A Kinase Anchor protein  [Source:UniProtKB/TrEMBL;Acc:H2KZI9]	II	7472729	7478959	-1
199	WBGene00000101	aka-1	D1022.7b.2	A Kinase Anchor protein  [Source:UniProtKB/TrEMBL;Acc:H2KZI9]	II	7472729	7478959	-1
200	WBGene00000101	aka-1	D1022.7c.1	A Kinase Anchor protein  [Source:UniProtKB/TrEMBL;Acc:H2KZI9]	II	7472729	7478959	-1
201	WBGene00000101	aka-1	D1022.7c.2	A Kinase Anchor protein  [Source:UniProtKB/TrEMBL;Acc:H2KZI9]	II	7472729	7478959	-1
202	WBGene00000102	akt-1	C12D8.10a.1	Serine/threonine-protein kinase akt-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17941]	V	10248907	10252895	1
203	WBGene00000102	akt-1	C12D8.10a.2	Serine/threonine-protein kinase akt-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17941]	V	10248907	10252895	1
204	WBGene00000102	akt-1	C12D8.10b.1	Serine/threonine-protein kinase akt-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17941]	V	10248907	10252895	1
205	WBGene00000102	akt-1	C12D8.10b.2	Serine/threonine-protein kinase akt-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17941]	V	10248907	10252895	1
206	WBGene00000102	akt-1	C12D8.10c.1	Serine/threonine-protein kinase akt-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17941]	V	10248907	10252895	1
207	WBGene00000103	akt-2	F28H6.1a.1	Serine/threonine-protein kinase akt-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9XTG7]	X	14147700	14152070	1
208	WBGene00000103	akt-2	F28H6.1b.1	Serine/threonine-protein kinase akt-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9XTG7]	X	14147700	14152070	1
209	WBGene00000105	alg-1	F48F7.1a.1		X	13949114	13956261	1
210	WBGene00000105	alg-1	F48F7.1b.1		X	13949114	13956261	1
211	WBGene00000106	alg-2	T07D3.7a.1		II	873176	879001	1
212	WBGene00000106	alg-2	T07D3.7b.1		II	873176	879001	1
213	WBGene00000107	alh-1	F54D8.3a.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20780]	III	5077765	5080665	1
214	WBGene00000107	alh-1	F54D8.3a.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20780]	III	5077765	5080665	1
215	WBGene00000107	alh-1	F54D8.3b.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20780]	III	5077765	5080665	1
216	WBGene00000107	alh-1	F54D8.3b.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20780]	III	5077765	5080665	1
217	WBGene00000107	alh-1	F54D8.3b.3	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20780]	III	5077765	5080665	1
218	WBGene00000107	alh-1	F54D8.3b.4	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q20780]	III	5077765	5080665	1
219	WBGene00000108	alh-2	K04F1.15.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q9TXM0]	V	1644169	1647728	1
220	WBGene00000109	alh-3	F36H1.6.1	10-formyltetrahydrofolate dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:G5ECV9]	IV	11022603	11025870	1
221	WBGene00000110	alh-4	T05H4.13a.1	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O16518]	V	6427212	6429927	-1
222	WBGene00000110	alh-4	T05H4.13a.2	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O16518]	V	6427212	6429927	-1
223	WBGene00000110	alh-4	T05H4.13b.1	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O16518]	V	6427212	6429927	-1
224	WBGene00000110	alh-4	T05H4.13b.2	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O16518]	V	6427212	6429927	-1
225	WBGene00000110	alh-4	T05H4.13c.1	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O16518]	V	6427212	6429927	-1
226	WBGene00000110	alh-4	T05H4.13c.2	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O16518]	V	6427212	6429927	-1
227	WBGene00000111	alh-5	T08B1.3.1	Aldehyde dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:O44555]	V	1996100	1999581	-1
228	WBGene00000112	alh-6	F56D12.1a.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
229	WBGene00000112	alh-6	F56D12.1a.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
230	WBGene00000112	alh-6	F56D12.1a.3	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
231	WBGene00000112	alh-6	F56D12.1b.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
232	WBGene00000112	alh-6	F56D12.1b.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
233	WBGene00000112	alh-6	F56D12.1b.3	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
234	WBGene00000112	alh-6	F56D12.1c.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
235	WBGene00000112	alh-6	F56D12.1c.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
236	WBGene00000112	alh-6	F56D12.1c.3	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
237	WBGene00000112	alh-6	F56D12.1d.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q6A593]	II	1306240	1310133	-1
238	WBGene00000113	alh-7	F45H10.1a.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:O02266]	II	13485792	13491786	-1
239	WBGene00000113	alh-7	F45H10.1a.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:O02266]	II	13485792	13491786	-1
240	WBGene00000113	alh-7	F45H10.1b.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:O02266]	II	13485792	13491786	-1
241	WBGene00000114	alh-8	F13D12.4a.1	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P52713]	II	11728949	11731226	1
242	WBGene00000114	alh-8	F13D12.4a.2	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P52713]	II	11728949	11731226	1
243	WBGene00000114	alh-8	F13D12.4a.3	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P52713]	II	11728949	11731226	1
244	WBGene00000114	alh-8	F13D12.4b.1	Probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P52713]	II	11728949	11731226	1
245	WBGene00000115	alh-9	F01F1.6.1	Putative aldehyde dehydrogenase family 7 member A1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P46562]	III	5856018	5859186	1
246	WBGene00000115	alh-9	F01F1.6.2	Putative aldehyde dehydrogenase family 7 member A1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:P46562]	III	5856018	5859186	1
247	WBGene00000116	alh-10	C54D1.4.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q18822]	X	7140504	7143641	-1
248	WBGene00000117	alh-11	F42G9.5a.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8MNS6]	III	774321	778871	-1
249	WBGene00000117	alh-11	F42G9.5b.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8MNS6]	III	774321	778871	-1
250	WBGene00000117	alh-11	F42G9.5b.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q8MNS6]	III	774321	778871	-1
251	WBGene00000118	alh-12	Y69F12A.2a.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]	III	7454012	7455980	1
252	WBGene00000118	alh-12	Y69F12A.2a.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]	III	7454012	7455980	1
253	WBGene00000118	alh-12	Y69F12A.2b.1	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]	III	7454012	7455980	1
254	WBGene00000118	alh-12	Y69F12A.2b.2	ALdehyde deHydrogenase  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q3]	III	7454012	7455980	1
255	WBGene00000120	aly-1	C01F6.5.1	Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q17561]	IV	9108931	9109753	1
256	WBGene00000121	aly-2	F23B2.6.1	Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:O62183]	IV	9147468	9148579	1
257	WBGene00000122	aly-3	M18.7a.1	Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q21559]	IV	12123155	12124807	1
258	WBGene00000122	aly-3	M18.7a.2	Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q21559]	IV	12123155	12124807	1
259	WBGene00000122	aly-3	M18.7b	Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q21559]	IV	12123155	12124807	1
260	WBGene00000123	ama-1	F36A4.7.1	DNA-directed RNA polymerase II subunit RPB1  [Source:UniProtKB/Swiss-Prot;Acc:P16356]	IV	4248020	4258173	1
261	WBGene00000123	ama-1	F36A4.7.2	DNA-directed RNA polymerase II subunit RPB1  [Source:UniProtKB/Swiss-Prot;Acc:P16356]	IV	4248020	4258173	1
262	WBGene00000133	amt-1	C05E11.4.1	Putative ammonium transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:P54145]	X	4571448	4573914	1
263	WBGene00000134	amt-2	F49E11.3.1	Putative ammonium transporter 2  [Source:UniProtKB/Swiss-Prot;Acc:Q20605]	IV	13042391	13046858	1
264	WBGene00000135	amt-3	M195.3.1	Putative ammonium transporter 3  [Source:UniProtKB/Swiss-Prot;Acc:Q21565]	II	8363196	8369159	-1
265	WBGene00000136	amt-4	C05E11.5.1	Ammonium transporter  [Source:UniProtKB/TrEMBL;Acc:Q17663]	X	4565302	4569393	1
266	WBGene00000137	amx-1	R13G10.2.1	Amine oxidase family member 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21988]	III	3822403	3826261	1
267	WBGene00000138	amx-2	B0019.1.1	AMine oXidase family  [Source:UniProtKB/TrEMBL;Acc:Q9XXU5]	I	12759545	12764960	-1
268	WBGene00000139	amx-3	F25C8.2a.1	AMine oXidase family  [Source:UniProtKB/TrEMBL;Acc:E0AHD4]	V	20898840	20903441	-1
269	WBGene00000139	amx-3	F25C8.2b.1	AMine oXidase family  [Source:UniProtKB/TrEMBL;Acc:E0AHD4]	V	20898840	20903441	-1
270	WBGene00000140	anc-1	ZK973.6a.1	Nuclear anchorage protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4M4]	I	4318033	4359080	1
271	WBGene00000140	anc-1	ZK973.6b.1	Nuclear anchorage protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4M4]	I	4318033	4359080	1
272	WBGene00000140	anc-1	ZK973.6c.1	Nuclear anchorage protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N4M4]	I	4318033	4359080	1
273	WBGene00000142	aos-1	C08B6.9.1	SUMO-activating enzyme subunit aos-1  [Source:UniProtKB/Swiss-Prot;Acc:Q17820]	V	10127492	10130295	-1
274	WBGene00000143	apc-2	K06H7.6.1	Anaphase-promoting complex subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:P34514]	III	8080570	8083701	1
275	WBGene00000144	apc-10	F15H10.3a.1	Anaphase-promoting complex subunit 10  [Source:UniProtKB/Swiss-Prot;Acc:H2L2B8]	V	10425362	10426399	-1
276	WBGene00000144	apc-10	F15H10.3a.2	Anaphase-promoting complex subunit 10  [Source:UniProtKB/Swiss-Prot;Acc:H2L2B8]	V	10425362	10426399	-1
277	WBGene00000144	apc-10	F15H10.3a.3	Anaphase-promoting complex subunit 10  [Source:UniProtKB/Swiss-Prot;Acc:H2L2B8]	V	10425362	10426399	-1
278	WBGene00000144	apc-10	F15H10.3b.1	Anaphase-promoting complex subunit 10  [Source:UniProtKB/Swiss-Prot;Acc:H2L2B8]	V	10425362	10426399	-1
279	WBGene00000144	apc-10	F15H10.3c.1	Anaphase-promoting complex subunit 10  [Source:UniProtKB/Swiss-Prot;Acc:H2L2B8]	V	10425362	10426399	-1
280	WBGene00000144	apc-10	F15H10.3d.1	Anaphase-promoting complex subunit 10  [Source:UniProtKB/Swiss-Prot;Acc:H2L2B8]	V	10425362	10426399	-1
281	WBGene00000145	apc-11	F35G12.9.1	Anaphase-promoting complex subunit 11  [Source:UniProtKB/Swiss-Prot;Acc:Q20052]	III	4593769	4594426	-1
282	WBGene00000145	apc-11	F35G12.9.2	Anaphase-promoting complex subunit 11  [Source:UniProtKB/Swiss-Prot;Acc:Q20052]	III	4593769	4594426	-1
283	WBGene00000146	ape-1	F46F3.4a.1	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	V	11675942	11685268	1
284	WBGene00000146	ape-1	F46F3.4b.1	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	V	11675942	11685268	1
285	WBGene00000146	ape-1	F46F3.4c.1	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	V	11675942	11685268	1
286	WBGene00000146	ape-1	F46F3.4d.1	Apoptotic enhancer 1 protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9XVN3]	V	11675942	11685268	1
287	WBGene00000147	aph-1	VF36H2L.1.1	Gamma-secretase subunit aph-1  [Source:UniProtKB/Swiss-Prot;Acc:O45876]	I	9232071	9233560	-1
288	WBGene00000148	aph-2	ZC434.6a.1	Nicastrin  [Source:UniProtKB/Swiss-Prot;Acc:Q23316]	I	10340997	10345648	1
289	WBGene00000148	aph-2	ZC434.6b.1	Nicastrin  [Source:UniProtKB/Swiss-Prot;Acc:Q23316]	I	10340997	10345648	1
290	WBGene00000149	apl-1	C42D8.8a.1	Amyloid-beta-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q10651]	X	5112422	5116866	-1
291	WBGene00000149	apl-1	C42D8.8b.1	Amyloid-beta-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q10651]	X	5112422	5116866	-1
292	WBGene00000150	apm-1	F55A12.7.1	AdaPtin, Mu/medium chain (Clathrin associated complex)  [Source:UniProtKB/TrEMBL;Acc:O01755]	I	5342180	5344724	-1
293	WBGene00000151	apn-1	T05H10.2.1	DNA-(apurinic or apyrimidinic site) lyase  [Source:UniProtKB/Swiss-Prot;Acc:Q10002]	II	8047564	8049105	1
294	WBGene00000151	apn-1	T05H10.2.2	DNA-(apurinic or apyrimidinic site) lyase  [Source:UniProtKB/Swiss-Prot;Acc:Q10002]	II	8047564	8049105	1
295	WBGene00000155	app-1	W03G9.4.1	Xaa-Pro aminopeptidase app-1  [Source:UniProtKB/Swiss-Prot;Acc:O44750]	I	4964667	4967089	-1
296	WBGene00000156	apr-1	K04G2.8a.1	Adenomatous polyposis coli protein-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21227]	I	8050043	8055489	1
297	WBGene00000156	apr-1	K04G2.8b.1	Adenomatous polyposis coli protein-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21227]	I	8050043	8055489	1
298	WBGene00000156	apr-1	K04G2.8c.1	Adenomatous polyposis coli protein-related protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21227]	I	8050043	8055489	1
299	WBGene00000157	aps-2	F02E8.3.1	AP complex subunit sigma  [Source:UniProtKB/TrEMBL;Acc:Q19123]	X	4458272	4459264	1
300	WBGene00000158	apg-1	Y105E8A.9.1	AP-1 complex subunit gamma  [Source:UniProtKB/TrEMBL;Acc:Q8WQB3]	I	14406028	14417942	1
301	WBGene00000159	aps-1	F29G9.3.1	AP complex subunit sigma  [Source:UniProtKB/TrEMBL;Acc:O16369]	V	6017970	6018886	1
302	WBGene00000160	apb-1	Y71H2B.10a.1	AP complex subunit beta  [Source:UniProtKB/TrEMBL;Acc:Q7YZG8]	III	2583953	2597034	-1
303	WBGene00000160	apb-1	Y71H2B.10b.1	AP complex subunit beta  [Source:UniProtKB/TrEMBL;Acc:Q7YZG8]	III	2583953	2597034	-1
304	WBGene00000160	apb-1	Y71H2B.10c.1	AP complex subunit beta  [Source:UniProtKB/TrEMBL;Acc:Q7YZG8]	III	2583953	2597034	-1
305	WBGene00000161	apa-2	T20B5.1.1	AP-2 complex subunit alpha  [Source:UniProtKB/TrEMBL;Acc:Q22601]	X	9336819	9342970	1
306	WBGene00000161	apa-2	T20B5.1.2	AP-2 complex subunit alpha  [Source:UniProtKB/TrEMBL;Acc:Q22601]	X	9336819	9342970	1
307	WBGene00000161	apa-2	T20B5.1.3	AP-2 complex subunit alpha  [Source:UniProtKB/TrEMBL;Acc:Q22601]	X	9336819	9342970	1
308	WBGene00000162	apd-3	W09G10.4a.1	AP-3 complex subunit delta  [Source:UniProtKB/TrEMBL;Acc:Q95X88]	II	3532527	3546431	-1
309	WBGene00000162	apd-3	W09G10.4b.1	AP-3 complex subunit delta  [Source:UniProtKB/TrEMBL;Acc:Q95X88]	II	3532527	3546431	-1
310	WBGene00000163	apb-3	R11A5.1a.1	AP-3 complex subunit beta  [Source:UniProtKB/TrEMBL;Acc:O62348]	I	7853750	7857850	1
311	WBGene00000163	apb-3	R11A5.1b.1	AP-3 complex subunit beta  [Source:UniProtKB/TrEMBL;Acc:O62348]	I	7853750	7857850	1
312	WBGene00000164	apm-3	F53H8.1.1	AdaPtin, Mu/medium chain (Clathrin associated complex)  [Source:UniProtKB/TrEMBL;Acc:Q20736]	X	954839	957762	1
313	WBGene00000165	aps-3	Y48G8AL.14.1	AdaPtin, Small chain (Clathrin associated complex)  [Source:UniProtKB/TrEMBL;Acc:Q8T874]	I	1154511	1156020	-1
314	WBGene00000166	apt-9	W04G3.4.1	AdaPTin or adaptin-related protein  [Source:UniProtKB/TrEMBL;Acc:Q23165]	X	11068527	11071925	1
315	WBGene00000168	apx-1	K08D9.3a.1	Anterior pharynx in excess protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P41990]	V	3210189	3223218	1
316	WBGene00000168	apx-1	K08D9.3b	Anterior pharynx in excess protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P41990]	V	3210189	3223218	1
317	WBGene00000168	apx-1	K08D9.3c	Anterior pharynx in excess protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P41990]	V	3210189	3223218	1
318	WBGene00000168	apx-1	K08D9.3d	Anterior pharynx in excess protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P41990]	V	3210189	3223218	1
319	WBGene00000168	apx-1	K08D9.3e.1	Anterior pharynx in excess protein 1  [Source:UniProtKB/Swiss-Prot;Acc:P41990]	V	3210189	3223218	1
320	WBGene00000169	aqp-1	F32A5.5a.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q8IG23]	II	7235834	7238349	-1
321	WBGene00000169	aqp-1	F32A5.5b.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q8IG23]	II	7235834	7238349	-1
322	WBGene00000169	aqp-1	F32A5.5b.2	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q8IG23]	II	7235834	7238349	-1
323	WBGene00000170	aqp-2	C01G6.1a.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q17571]	II	9258913	9261994	-1
324	WBGene00000170	aqp-2	C01G6.1a.2	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q17571]	II	9258913	9261994	-1
325	WBGene00000170	aqp-2	C01G6.1a.3	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q17571]	II	9258913	9261994	-1
326	WBGene00000170	aqp-2	C01G6.1b.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q17571]	II	9258913	9261994	-1
327	WBGene00000170	aqp-2	C01G6.1b.2	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q17571]	II	9258913	9261994	-1
328	WBGene00000171	aqp-3	Y69E1A.7a.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:A0A061ADS9]	IV	10961355	10966459	-1
329	WBGene00000171	aqp-3	Y69E1A.7b.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:A0A061ADS9]	IV	10961355	10966459	-1
330	WBGene00000171	aqp-3	Y69E1A.7c.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:A0A061ADS9]	IV	10961355	10966459	-1
331	WBGene00000172	aqp-4	F40F9.9.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:G5EEK0]	V	9737556	9739740	1
332	WBGene00000173	aqp-5	C35A5.1.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q18469]	V	10491743	10493268	1
333	WBGene00000174	aqp-6	C32C4.2a.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:D5MCS1]	V	10648446	10651952	1
334	WBGene00000174	aqp-6	C32C4.2b.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:D5MCS1]	V	10648446	10651952	1
335	WBGene00000174	aqp-6	C32C4.2c.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:D5MCS1]	V	10648446	10651952	1
336	WBGene00000175	aqp-7	M02F4.8.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q21473]	X	3025505	3026976	1
337	WBGene00000175	aqp-7	M02F4.8.2	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q21473]	X	3025505	3026976	1
338	WBGene00000176	aqp-8	K02G10.7a.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:A0A2K5AU16]	X	4702442	4704970	-1
339	WBGene00000176	aqp-8	K02G10.7b.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:A0A2K5AU16]	X	4702442	4704970	-1
